model,dataset_rows,train_rows,validation_rows,test_rows,rouge1,rouge2,rougeL,bleu,bertscore_precision,bertscore_recall,bertscore_f1
google/flan-t5-base,1442,1153,144,145,0.5640666679378594,0.32564089355142156,0.464499404377963,30.36646880205675,0.9234973146997649,0.9191096725135014,0.9212560234398678
